temperature,humidity,rainfall,soil_quality,fertilizer,crop_yield
19.8,93.1,285.1,8.91,138.6,43.73
19.6,60.7,107.5,6.55,140.1,47.61
28.2,51.6,139.5,3.42,108.9,46.73
26.5,60.6,274.4,3.89,73.8,56.99
28.4,47.7,157.6,5.63,108.4,60.85
23.7,88.1,305.9,5.26,51.4,48.39
34.0,56.7,326.2,4.54,88.4,41.06
18.2,74.5,170.5,8.88,86.3,59.35
24.9,58.3,85.0,3.19,87.0,55.85
30.9,89.1,245.8,8.81,65.9,55.07
35.0,73.5,87.2,9.45,56.4,40.72
23.5,64.3,256.1,7.41,52.9,55.81
28.1,42.9,340.5,7.38,36.0,57.19
16.6,89.1,298.1,4.04,70.2,40.32
18.9,67.8,229.3,6.98,18.8,49.1
16.6,52.1,428.3,5.63,144.3,39.6
31.7,87.7,90.7,4.6,11.1,45.33
21.6,38.3,402.0,7.08,134.0,55.33
31.6,53.8,370.1,3.01,38.6,35.57
16.5,67.2,217.9,4.93,136.5,50.71
34.8,55.4,111.1,7.59,115.2,48.87
34.2,63.6,112.3,6.19,147.4,45.32
17.0,50.9,418.7,4.02,139.2,40.71
15.5,42.8,143.5,3.01,112.2,29.28
16.3,37.2,399.6,4.89,24.3,27.94
34.6,44.5,251.3,6.84,87.8,42.12
20.4,92.2,234.7,6.74,54.4,50.79
27.6,69.5,297.8,3.92,141.7,55.84
24.8,64.3,136.0,7.3,139.6,64.88
33.3,58.1,221.3,9.99,50.2,67.18
26.2,77.5,425.4,7.09,107.5,59.04
26.5,43.5,145.3,6.69,54.1,56.65
37.7,51.6,418.6,7.36,108.5,39.49
18.5,74.4,447.7,9.16,98.2,54.29
34.1,63.7,70.8,9.62,81.8,54.17
16.2,81.2,262.6,3.29,140.5,34.65
26.0,88.8,118.7,4.43,39.4,56.44
35.4,84.4,298.7,3.81,127.6,34.75
30.3,46.1,445.8,8.41,110.3,60.11
30.8,40.5,408.8,3.32,45.0,45.37
21.1,45.2,419.9,9.32,67.5,51.6
24.6,82.0,135.3,3.14,11.0,47.07
23.4,89.8,266.9,7.22,95.6,50.06
27.0,90.5,143.9,4.93,142.1,59.03
25.6,52.9,409.8,6.29,18.9,50.52
22.5,85.4,126.5,6.09,21.1,50.15
22.0,67.2,111.6,8.24,75.9,59.64
20.8,84.4,54.9,6.48,45.0,50.31
23.4,67.9,122.8,5.95,44.3,55.97
18.4,43.8,125.9,8.11,102.2,48.49
35.1,39.8,81.0,9.48,65.6,44.98
28.8,92.4,397.1,8.56,135.1,60.46
18.1,60.5,362.0,8.16,68.6,44.14
31.0,56.0,151.8,6.41,98.4,52.93
34.5,56.4,363.3,9.3,63.7,47.08
20.5,57.7,218.9,6.4,41.0,54.89
18.5,91.7,360.2,9.51,75.4,44.59
15.2,38.8,179.2,8.62,115.3,50.05
16.1,42.1,275.9,4.05,152.4,27.75
32.5,82.4,202.6,3.33,6.7,47.03
37.7,68.0,125.1,8.19,85.1,44.24
16.0,42.7,284.3,7.8,101.8,35.78
32.2,37.1,350.3,7.21,13.7,43.43
16.7,48.5,351.2,9.83,132.7,49.43
28.6,50.6,192.5,6.82,44.2,64.26
32.4,35.9,257.5,5.44,140.0,45.08
23.3,48.0,355.5,6.95,88.4,59.84
15.3,79.3,71.8,3.2,24.3,25.52
28.7,86.3,78.8,7.05,118.3,58.19
37.8,88.9,200.5,9.32,25.2,54.38
20.9,58.4,139.4,3.03,115.3,43.39
19.4,54.2,199.9,8.92,129.3,70.46
17.9,95.0,87.5,8.61,92.1,48.04
27.8,81.2,286.8,3.74,43.4,48.23
28.7,67.2,318.7,8.93,70.0,67.92
33.2,50.3,366.7,8.34,84.5,52.03
32.3,54.3,310.2,6.44,106.5,43.87
35.5,65.9,208.6,4.72,101.4,51.19
33.5,67.5,424.0,5.02,64.1,48.26
20.7,35.8,340.5,7.29,121.3,49.05
27.8,92.6,261.1,4.72,123.4,54.82
21.8,69.5,132.7,5.28,111.4,55.91
22.6,70.3,309.6,9.52,43.5,60.83
36.4,47.7,286.7,8.11,75.1,44.71
30.7,80.9,323.3,8.15,69.2,56.12
37.4,79.2,362.4,9.69,130.7,47.24
24.6,40.7,416.0,3.04,129.3,49.24
27.4,70.7,429.6,4.71,138.6,57.94
26.2,74.5,302.1,7.61,37.0,57.13
17.5,85.1,436.4,6.07,119.8,41.3
20.4,47.4,414.6,3.79,139.3,49.29
27.1,87.7,51.0,8.47,26.6,56.51
16.5,62.7,305.0,3.33,6.4,34.17
36.4,40.8,121.4,6.81,16.9,35.42
17.8,41.3,168.1,6.94,97.0,49.27
19.6,46.9,169.0,7.45,67.5,48.68
32.6,52.0,243.3,5.21,31.2,49.02
17.2,64.8,54.3,3.17,84.5,36.42
35.7,79.9,144.3,9.22,125.7,42.46
31.7,46.2,61.6,9.5,136.9,59.44
16.6,94.6,310.2,6.37,120.3,40.9
30.9,44.7,405.7,3.14,141.7,42.61
29.5,71.0,449.1,7.07,96.7,59.4
32.4,90.7,229.4,5.21,133.9,44.52
34.0,85.0,154.1,4.28,66.7,37.55
31.5,73.9,391.2,4.18,136.4,45.91
28.5,77.9,95.3,4.25,143.3,56.01
22.4,43.1,439.7,5.32,109.8,58.43
31.0,35.6,335.9,4.96,69.0,44.64
37.0,61.0,251.6,8.85,45.1,45.06
28.5,40.4,88.7,6.47,52.0,61.14
30.3,56.5,57.3,5.99,21.2,47.38
25.1,48.4,267.8,4.02,7.5,48.56
32.4,90.0,215.5,9.13,66.3,58.7
37.9,87.8,387.1,3.38,6.8,30.61
18.7,84.1,306.9,4.68,140.9,40.69
19.7,77.8,222.8,7.35,104.0,59.72
27.4,44.2,140.4,7.92,135.0,63.34
26.1,37.9,242.2,8.61,71.1,64.43
28.1,74.2,115.2,5.87,35.8,51.61
16.1,73.5,316.8,5.43,46.4,37.02
24.3,57.2,292.3,5.02,136.8,61.7
28.4,63.4,374.0,6.98,19.5,60.23
28.5,64.3,229.8,5.44,111.7,62.32
30.1,49.4,161.5,5.3,36.1,49.47
31.6,53.8,384.6,3.12,56.5,38.55
29.8,60.1,326.4,9.64,0.5,61.97
33.2,71.2,332.7,3.42,76.7,39.62
29.4,92.3,261.2,4.9,20.5,49.15
27.4,67.3,400.4,9.45,137.5,68.89
28.9,78.9,141.1,8.15,15.6,60.71
17.3,83.4,210.7,7.05,40.1,52.23
21.3,41.8,368.5,7.63,2.4,43.48
27.1,74.2,103.2,3.68,158.9,59.81
35.1,63.9,373.2,8.66,102.6,50.72
30.6,69.3,191.0,4.75,103.0,64.02
17.1,37.3,100.2,9.69,83.0,51.82
28.6,89.4,81.7,4.62,138.9,54.57
20.1,92.2,387.2,7.38,23.1,49.23
31.9,35.2,361.4,6.82,126.9,50.15
34.0,47.8,165.2,4.0,129.1,46.96
28.6,45.8,96.5,5.54,5.8,49.02
28.6,81.9,148.9,8.47,21.2,55.96
22.8,70.9,135.2,4.49,87.5,51.4
25.3,45.6,343.2,9.74,14.4,58.54
34.9,83.8,136.2,5.07,45.2,37.26
31.6,56.2,136.4,7.39,64.6,49.44
27.0,62.7,62.9,7.33,25.2,58.11
23.5,58.2,288.7,6.3,112.7,58.85
16.2,66.3,325.6,7.59,79.2,44.27
18.3,63.8,311.4,8.21,102.4,50.39
19.4,51.5,277.4,7.33,75.9,46.72
23.6,60.5,436.4,6.92,66.0,56.41
36.7,89.5,239.1,7.25,78.8,38.81
26.6,65.2,394.1,5.81,143.9,59.79
20.4,90.0,308.4,3.5,63.4,38.08
17.4,68.0,83.7,4.12,102.8,39.65
22.8,81.1,374.0,7.25,133.4,56.08
33.8,52.6,283.8,9.49,99.4,45.59
23.8,82.4,311.4,3.18,36.2,52.75
32.8,50.9,122.1,6.81,19.5,41.69
33.5,36.2,225.0,4.76,94.5,52.48
17.5,44.6,402.2,6.93,116.4,43.03
29.0,36.3,136.2,8.25,123.0,64.49
37.1,91.8,50.0,8.15,111.0,39.48
24.2,95.0,153.0,8.07,0.6,55.25
16.2,80.7,245.0,8.45,123.8,45.26
36.2,41.5,378.5,3.51,96.7,40.89
35.3,88.9,307.3,6.57,158.1,41.84
27.0,79.6,417.6,4.83,122.3,58.57
27.7,54.9,232.2,9.45,68.8,70.06
19.9,65.1,206.3,8.48,108.2,67.72
33.8,74.7,142.6,3.75,98.5,41.44
26.5,36.4,137.2,4.7,54.0,56.04
15.8,65.1,344.4,6.19,85.4,42.55
30.7,78.9,82.1,9.74,32.7,55.23
36.9,46.3,147.1,3.77,14.1,30.54
34.1,61.6,404.4,6.98,117.3,52.13
21.4,67.0,280.8,5.39,61.5,47.94
16.2,79.1,68.6,7.52,120.9,39.06
36.6,92.9,331.7,7.54,78.1,37.28
36.6,85.9,252.7,4.68,129.6,35.23
27.2,72.3,391.8,8.5,118.3,61.79
29.8,70.0,323.0,3.64,122.3,47.6
25.6,71.2,51.8,8.73,68.7,63.1
24.7,67.7,132.3,4.48,153.8,57.54
17.7,38.6,153.2,7.13,64.8,44.99
17.2,76.9,330.9,5.43,126.9,39.69
20.4,78.0,253.7,7.27,78.3,54.37
34.2,65.7,349.0,4.87,37.6,39.28
18.4,87.2,255.1,6.98,100.6,50.85
20.2,75.3,181.0,3.06,75.1,53.86
27.6,56.8,91.5,5.62,42.3,52.65
19.9,36.2,131.0,8.78,61.2,54.2
18.8,38.5,210.3,6.24,25.6,53.03
28.0,56.1,270.6,6.49,157.9,61.97
23.5,62.7,425.5,7.35,102.9,61.98
29.4,45.0,145.9,6.04,27.8,49.82
36.0,46.4,316.4,9.07,122.3,47.16
18.5,48.8,111.0,5.82,96.3,43.3
36.0,81.8,335.5,9.6,115.6,45.53
35.8,81.3,54.5,9.14,93.5,40.52
34.1,58.0,312.4,5.95,9.7,35.31
29.5,45.3,115.3,5.56,32.5,48.93
29.3,41.7,122.1,7.74,123.0,61.3
29.7,40.2,273.6,8.29,120.7,60.54
30.9,58.5,200.2,4.3,120.6,61.71
15.4,37.7,238.5,4.69,2.4,30.0
37.0,55.0,173.6,4.02,128.8,42.89
28.5,92.7,431.4,8.32,70.3,55.66
33.0,65.5,166.3,8.0,111.0,50.43
23.7,84.4,266.8,4.32,43.5,44.98
15.3,42.8,391.7,6.76,123.1,44.71
26.7,51.1,315.7,8.35,157.2,69.51
26.7,91.8,179.1,9.63,40.6,72.76
25.1,58.0,271.0,4.25,125.5,55.77
22.8,73.9,83.2,5.13,96.8,49.32
20.7,93.6,268.3,5.44,43.7,43.82
27.1,68.0,222.6,7.37,47.1,69.2
23.6,53.3,353.2,3.95,117.1,55.12
37.3,66.9,389.2,4.35,45.5,34.89
19.0,38.3,129.8,8.46,7.6,46.48
22.4,41.7,82.6,6.79,139.8,61.12
21.8,35.4,206.2,4.12,94.2,59.26
27.5,88.1,263.7,5.72,121.4,65.13
26.5,75.3,200.7,3.94,96.5,62.52
29.8,52.9,301.4,5.54,82.6,49.6
36.9,48.3,252.3,5.8,123.2,40.93
21.6,76.0,424.7,3.78,5.1,42.06
30.9,90.2,213.8,3.42,49.9,52.69
15.6,52.9,83.0,9.17,100.4,44.99
21.0,54.3,170.8,9.21,151.0,71.36
25.7,86.3,292.4,3.02,63.0,48.05
15.7,88.6,152.4,7.49,156.0,42.15
29.2,89.8,157.6,3.66,120.8,57.08
30.6,52.6,185.8,8.67,77.6,70.19
32.2,42.2,348.5,9.16,68.7,54.87
26.9,61.4,426.1,7.32,20.7,56.94
28.9,52.7,190.2,7.29,98.4,67.13
24.1,88.0,128.2,5.6,8.4,49.24
15.9,37.2,218.3,4.75,68.7,40.76
17.3,73.0,190.7,6.49,38.0,53.42
30.1,89.4,446.0,3.94,153.0,50.54
37.9,93.6,235.5,7.71,58.1,45.73
15.4,74.0,321.7,6.29,78.3,39.04
27.8,92.0,415.5,4.24,60.1,52.32
32.3,39.5,301.6,7.12,22.0,40.88
34.0,56.6,149.8,8.57,56.4,50.95
27.5,35.5,293.0,7.12,124.6,61.25
29.3,93.9,210.8,6.71,99.4,65.21
31.0,89.2,218.9,8.93,70.0,65.82
34.8,36.7,441.7,3.08,131.3,38.59
17.8,36.1,161.4,7.32,0.7,41.0
36.3,57.0,237.6,5.87,132.3,42.47
15.6,50.5,113.9,4.35,9.5,30.11
34.2,85.8,121.4,9.86,139.2,53.09
16.8,44.6,291.4,5.83,151.6,39.09
19.5,82.4,350.4,5.35,131.1,43.09
15.1,68.3,304.6,4.18,3.1,30.4
25.2,57.6,181.7,9.98,84.2,79.07
22.7,43.7,73.8,8.99,132.6,67.13
18.8,94.9,238.1,3.49,87.2,43.62
25.4,72.1,251.7,6.96,57.6,56.42
24.3,61.4,358.3,4.03,75.3,58.5
32.7,57.3,306.1,8.01,12.9,47.9
35.5,89.3,398.5,6.39,79.4,34.07
30.0,84.3,363.2,3.77,4.5,37.89
17.9,83.7,196.4,6.9,103.1,57.19
21.8,72.0,302.9,9.37,62.5,60.46
36.0,88.3,348.9,5.39,30.6,26.88
17.0,53.0,432.8,3.36,2.8,28.7
24.4,77.2,218.9,9.62,147.5,78.57
36.7,59.3,309.3,3.99,89.0,27.32
36.9,71.0,207.1,6.33,103.5,56.02
24.5,94.9,345.1,6.81,124.7,61.1
30.4,94.1,414.8,4.66,100.3,45.65
25.5,65.8,417.7,4.24,66.1,50.76
32.3,69.4,112.8,3.79,100.4,40.91
15.7,88.8,131.6,3.49,40.4,22.73
18.3,94.1,352.0,6.56,89.8,42.58
29.1,81.7,302.4,8.89,32.9,57.09
20.3,38.9,412.0,3.89,146.8,41.06
30.3,54.4,175.5,7.9,81.5,66.46
23.1,88.8,389.2,5.89,37.4,50.66
35.4,81.1,323.5,3.25,102.3,35.79
33.8,79.5,128.2,6.75,14.5,38.26
26.3,75.1,100.6,4.76,69.4,56.65
32.8,59.9,331.1,7.24,138.6,54.03
21.2,59.2,113.4,5.45,122.9,50.18
26.4,83.5,367.7,7.67,112.6,64.08
19.5,52.6,272.8,9.43,75.3,55.23
34.8,76.1,240.7,4.71,71.5,42.32
33.9,78.6,160.2,9.58,1.8,51.84
35.7,85.7,443.5,4.43,96.0,34.36
35.2,54.2,338.9,3.49,92.3,34.75
37.1,79.5,361.2,4.35,0.8,25.76
20.3,41.4,357.5,8.7,21.9,50.22
36.4,43.3,283.6,7.74,2.0,34.53
28.1,60.0,425.9,9.8,40.5,59.85
24.7,38.3,283.5,7.97,0.6,58.12
27.9,91.9,258.0,5.89,66.8,59.79
22.9,89.1,159.5,9.25,76.2,62.0
21.6,37.9,162.7,9.71,69.9,57.4
20.6,85.3,344.8,8.54,31.9,55.01
16.9,65.5,183.9,6.9,83.8,56.05
26.4,77.1,341.5,8.78,130.3,66.43
35.4,88.2,431.1,4.25,46.6,33.61
29.5,69.6,225.7,9.3,50.0,64.41
27.0,42.0,88.9,10.0,86.9,63.95
24.9,35.2,316.6,7.66,37.4,58.1
25.7,64.8,53.8,4.37,54.0,52.29
19.8,92.0,364.8,4.01,72.4,42.06
33.9,69.4,260.3,9.72,61.8,50.67
19.6,57.4,245.9,9.1,130.9,53.95
31.5,36.9,277.8,8.24,135.8,58.35
32.5,89.9,256.6,9.64,64.5,54.1
28.2,54.6,179.5,6.52,71.6,67.07
34.8,77.3,162.6,9.21,153.1,55.37
21.7,76.7,216.1,4.14,80.5,53.63
35.3,50.2,408.0,4.28,158.9,37.19
31.8,38.8,104.1,6.59,122.0,45.16
33.4,58.1,179.9,5.33,42.3,50.49
30.3,54.0,126.9,6.03,36.7,49.64
34.5,77.0,220.9,8.59,25.5,53.02
37.8,84.2,103.4,3.37,129.0,36.42
24.7,48.3,354.3,8.05,49.1,54.68
33.7,66.7,91.4,3.62,108.1,38.05
32.1,37.4,316.1,8.93,86.4,53.21
25.4,47.9,157.1,4.41,132.2,59.04
36.3,80.7,238.9,8.14,120.1,44.6
24.1,82.6,130.0,7.14,10.2,56.22
28.0,81.6,342.1,5.7,54.1,57.8
17.4,43.5,429.3,4.87,83.2,39.74
20.2,68.1,138.7,3.4,128.6,40.99
34.3,60.4,431.3,5.47,114.2,43.35
24.1,94.5,180.1,4.4,87.9,62.66
24.1,74.2,273.1,3.95,129.3,53.32
20.7,91.1,330.6,8.17,69.6,55.37
26.3,43.7,129.7,4.49,8.9,47.9
33.5,62.1,227.9,4.56,139.3,56.13
35.6,81.3,77.1,5.38,84.3,40.63
16.6,57.1,328.8,6.24,129.3,43.59
28.2,73.0,216.6,6.6,62.7,69.83
25.7,65.7,406.7,7.65,94.2,67.03
29.1,94.5,159.6,7.12,53.0,59.02
25.3,45.4,419.4,6.37,65.5,56.54
24.2,91.1,106.4,5.76,23.6,48.68
25.9,59.1,292.8,4.86,118.7,54.19
28.4,63.1,173.1,7.97,44.8,58.64
26.5,66.7,122.7,5.22,48.3,55.26
25.9,50.9,87.6,8.95,56.7,61.13
33.8,92.8,312.3,7.1,69.1,42.43
32.1,89.7,143.3,7.44,92.2,53.02
22.9,93.4,279.1,6.56,109.2,54.9
33.4,94.8,441.8,9.5,108.1,56.25
34.6,75.2,176.4,5.95,67.8,47.62
18.5,62.1,64.0,5.99,77.1,41.58
28.4,86.0,107.1,9.25,22.5,53.78
21.6,36.4,97.7,7.23,83.4,54.51
32.0,85.1,235.3,6.14,140.3,56.56
20.5,64.8,347.9,4.84,73.7,44.92
30.4,75.4,168.6,4.72,150.1,53.36
20.9,57.4,108.3,8.61,24.9,55.46
26.8,57.1,306.3,4.96,117.9,53.07
36.8,36.9,170.5,3.04,113.3,41.4
23.8,60.4,280.1,3.14,109.0,50.1
35.1,59.5,423.5,9.85,106.1,51.45
37.7,48.5,166.5,6.92,3.6,41.04
35.1,49.8,255.0,6.42,118.7,45.03
18.8,70.0,372.7,9.43,79.9,51.29
33.9,54.1,326.7,5.46,83.9,45.98
15.7,84.8,350.6,8.56,8.1,38.82
24.0,41.7,359.0,8.05,30.1,66.31
35.0,69.7,266.0,6.34,145.8,39.6
30.8,44.6,264.4,8.42,50.5,48.09
27.3,66.7,337.6,9.76,63.0,67.57
23.9,68.2,329.1,4.4,30.3,49.76
33.7,73.5,318.0,3.12,101.2,40.71
31.3,60.6,202.9,8.75,118.5,67.67
25.8,65.6,381.4,5.83,147.4,60.43
35.5,45.9,144.5,6.81,89.9,43.72
20.3,62.8,112.3,4.56,44.1,41.78
18.9,57.4,188.1,8.89,11.4,58.63
29.8,75.0,151.5,8.05,42.6,52.5
37.4,61.1,315.3,9.67,98.9,48.21
20.7,81.8,142.4,6.33,155.9,56.02
20.7,60.6,312.6,9.84,12.7,49.03
18.2,49.1,255.3,6.58,62.1,40.11
34.8,51.4,111.0,7.35,106.8,48.37
20.2,37.7,153.4,7.72,91.9,48.91
26.6,67.4,258.7,6.43,104.3,63.32
37.8,84.9,343.2,6.94,74.1,38.61
15.3,81.1,209.3,4.56,42.7,44.36
27.8,61.3,143.1,5.54,77.2,60.85
26.8,46.8,168.0,7.91,61.0,67.95
33.6,86.8,88.0,3.27,113.5,39.15
23.2,38.4,60.1,7.9,27.5,47.66
24.4,59.0,439.3,5.13,79.4,57.34
18.9,86.4,88.6,4.9,153.5,40.45
32.0,58.6,100.0,7.85,85.1,51.08
33.0,42.1,398.4,4.5,38.0,37.74
18.1,51.0,315.4,9.73,149.7,57.94
24.0,71.0,224.4,9.93,39.1,69.64
35.5,44.1,309.6,6.21,120.2,37.26
15.1,74.3,424.0,5.81,17.5,37.42
21.9,61.3,89.8,3.55,136.3,51.36
27.8,55.1,147.5,8.45,28.9,61.4
22.7,49.5,394.1,4.14,63.1,52.66
21.3,84.4,362.3,9.53,154.5,64.04
25.6,58.8,447.7,9.93,92.7,64.47
19.2,79.3,175.6,3.86,42.2,42.23
27.2,61.4,428.0,7.78,0.1,57.37
31.3,40.5,187.5,6.26,1.1,53.54
28.2,61.4,336.0,6.79,43.9,55.25
17.1,65.5,403.1,4.26,84.3,35.4
34.4,62.5,118.3,8.06,77.6,48.46
19.0,84.0,132.3,4.17,147.5,43.79
32.6,89.7,282.4,9.2,122.3,52.64
23.3,82.2,387.5,6.18,148.0,53.05
33.0,70.0,81.6,7.44,81.9,51.86
19.7,67.5,390.4,9.45,71.5,54.81
19.3,73.7,187.2,8.17,90.6,66.03
26.4,52.3,212.5,6.79,59.5,64.2
15.8,83.7,185.9,5.82,33.7,46.68
20.2,86.4,414.6,6.23,133.9,47.22
31.7,51.0,102.3,5.39,108.9,47.97
34.3,89.2,279.7,9.62,52.1,49.61
16.9,85.9,109.2,4.77,71.4,37.78
35.3,60.5,421.4,5.87,36.1,37.66
33.3,89.5,369.2,8.45,90.1,48.63
35.0,42.2,143.5,5.55,57.3,33.96
31.1,36.7,169.1,9.21,140.1,60.27
30.5,55.9,202.6,4.7,84.5,65.73
27.1,68.9,212.2,3.22,65.9,62.04
30.0,56.1,376.9,7.4,119.9,60.11
36.1,91.5,275.8,6.56,144.8,43.5
17.3,50.3,221.2,9.53,130.8,62.15
22.3,51.9,337.8,5.96,79.2,53.48
16.7,73.1,233.1,3.95,57.0,38.83
36.7,35.2,101.3,5.31,105.9,36.24
25.2,78.7,93.0,5.75,130.7,60.41
30.5,57.6,180.4,7.08,156.6,59.55
34.3,93.7,291.1,4.92,73.2,41.39
37.8,76.5,103.9,6.85,106.9,39.1
18.7,38.1,270.1,9.36,46.9,47.7
33.4,40.6,157.8,5.97,14.0,40.31
35.4,40.3,328.2,7.56,40.5,39.56
16.1,92.2,61.3,4.6,2.3,25.28
32.3,76.0,237.6,8.61,81.5,56.31
23.2,60.7,70.9,4.89,59.7,53.41
29.9,47.0,182.2,7.06,108.5,60.13
26.8,87.4,56.2,5.1,98.5,51.87
21.0,47.1,237.6,3.47,26.9,46.38
18.1,77.4,356.8,5.24,107.8,44.42
17.7,80.8,90.1,4.48,30.0,35.77
17.4,52.7,344.1,9.25,1.0,39.86
29.7,65.3,283.7,4.86,155.2,55.62
23.1,48.4,251.8,9.82,4.3,53.96
20.0,57.7,289.8,6.45,54.7,46.49
30.9,92.9,184.4,4.55,102.0,54.12
30.8,76.6,334.1,5.74,59.3,47.96
27.4,85.8,361.9,4.28,61.0,48.52
36.5,67.4,361.3,8.84,115.6,49.03
23.9,49.3,157.8,3.84,96.3,55.9
34.2,77.8,311.6,9.11,82.9,47.21
16.7,65.0,109.2,3.32,141.8,40.78
32.0,45.6,248.2,5.1,17.3,38.91
37.7,59.7,51.1,3.98,75.2,33.46
34.5,73.1,127.4,7.8,38.3,41.34
28.3,79.1,302.7,6.59,5.9,52.82
29.4,49.6,399.7,9.58,156.6,64.6
23.1,87.6,69.6,5.56,117.4,58.0
30.6,57.8,273.4,3.29,34.6,42.49
32.7,51.3,304.7,8.33,64.4,40.96
38.0,46.7,423.0,7.06,36.2,34.78
26.3,83.3,312.1,8.79,109.6,68.63
16.4,56.2,91.2,5.98,56.1,37.7
28.7,64.0,108.7,8.17,147.2,57.1
17.7,48.4,304.3,4.2,33.2,35.89
20.6,76.2,136.2,10.0,56.0,57.54
22.6,81.9,421.3,4.22,149.1,49.32
31.8,55.4,418.3,8.81,141.5,55.04
19.2,91.7,429.5,4.49,46.9,36.35
18.8,36.8,167.2,8.48,77.3,54.82
16.0,43.0,336.8,9.03,141.4,47.02
35.1,70.3,315.2,9.14,107.3,45.73
31.0,77.1,64.2,6.33,102.0,51.49
15.9,50.0,156.2,6.0,105.7,40.55
15.7,68.2,132.7,8.84,147.4,51.92
27.8,54.1,198.3,7.06,82.7,75.27
21.5,68.2,431.2,7.35,29.1,50.5
28.7,74.6,388.2,4.65,75.6,52.27
25.0,93.4,167.4,6.12,116.6,65.88
36.2,62.3,262.0,5.59,78.7,38.79
21.6,73.9,126.9,7.66,50.1,55.29
30.6,69.7,161.0,4.38,106.6,56.72
16.2,54.1,76.0,5.84,72.0,37.55
37.0,50.2,307.0,8.94,154.1,50.8
37.6,94.3,312.8,6.83,56.3,40.26
32.0,47.4,385.4,9.27,114.8,55.73
25.7,82.4,398.6,4.63,88.8,53.5
20.1,43.8,114.0,6.08,12.4,42.15
33.7,83.3,347.2,6.5,75.2,42.83
31.9,46.1,103.9,5.8,4.7,38.07
20.1,93.0,199.5,7.79,126.4,67.09
25.4,76.2,256.2,4.04,117.5,52.95
25.6,40.4,69.8,6.64,8.1,51.25
34.0,76.6,112.7,3.97,80.0,37.47
30.7,71.2,158.4,7.4,153.8,55.02
29.8,55.3,101.0,8.81,45.5,58.3
29.9,50.6,423.6,3.14,144.7,47.47
21.2,78.1,165.3,6.2,24.2,54.84
23.5,79.5,250.5,6.45,1.1,50.43
16.1,54.6,448.6,8.04,84.9,42.9
33.1,87.6,276.7,3.52,38.3,33.13
25.0,51.1,214.6,5.84,140.7,70.4
25.1,39.2,421.9,8.5,107.8,62.78
20.6,71.0,139.0,6.73,109.9,54.68
19.8,41.4,121.8,8.25,107.7,51.95
28.5,51.6,264.1,5.55,108.6,61.69
20.3,65.4,220.9,9.44,119.5,68.54
16.5,52.2,368.8,3.54,107.2,33.17
32.7,47.9,66.8,3.64,133.5,39.08
23.7,77.2,297.1,6.7,89.3,59.02
23.7,67.8,334.3,6.3,56.1,52.78
24.9,85.4,438.8,7.47,74.7,60.96
33.7,69.9,108.3,4.6,70.4,42.76
22.4,64.0,148.5,4.58,53.2,53.14
32.4,50.7,423.0,8.24,66.5,47.39
36.6,82.5,302.3,5.04,61.6,37.56
30.2,46.8,65.2,8.09,17.8,51.74
24.9,49.5,80.9,7.48,132.9,60.21
32.2,85.5,364.2,3.58,121.0,42.07
25.5,79.5,277.0,7.98,54.0,61.27
24.5,71.8,276.2,9.16,151.2,64.15
27.1,37.3,401.9,8.72,151.9,64.52
22.3,42.6,146.4,3.06,137.1,52.89
17.4,65.0,114.2,6.78,4.7,40.77
24.5,79.8,295.5,9.39,59.4,62.7
17.8,62.8,403.0,7.19,73.2,45.91
24.4,36.0,156.1,5.03,115.0,55.7
27.8,46.1,322.5,4.36,101.6,51.96
36.4,70.3,111.0,7.79,108.5,40.08
15.8,76.7,118.8,8.4,122.8,46.56
29.3,37.0,410.6,9.39,151.7,63.52
25.5,37.6,97.2,9.34,88.2,63.53
15.5,50.7,59.7,5.37,144.6,36.71
20.7,40.0,360.0,7.23,130.4,52.54
17.7,67.5,195.0,3.71,54.1,53.87
20.0,42.4,208.7,3.66,130.2,58.77
21.3,73.9,369.9,3.5,18.8,40.79
24.2,81.6,122.0,9.49,25.4,65.2
27.2,93.2,310.1,4.07,158.8,61.35
15.0,91.9,175.4,6.38,68.6,43.84
18.7,51.4,91.7,6.03,73.7,43.03
17.2,36.8,325.0,5.27,152.2,42.17
27.6,54.8,177.5,6.76,57.9,63.31
22.6,77.5,396.6,3.02,37.9,46.64
27.6,38.6,417.6,5.66,12.5,49.78
20.1,56.6,389.6,6.36,83.6,49.7
15.6,52.9,178.9,8.62,32.0,48.63
36.7,48.2,144.6,7.91,10.4,35.34
17.5,77.4,407.1,8.95,130.1,44.06
17.9,74.5,231.2,5.63,52.6,50.13
18.4,67.1,333.1,3.99,92.7,43.24
37.6,89.6,380.9,5.81,16.7,33.25
29.2,41.2,161.1,9.74,80.9,65.42
29.0,44.0,97.6,4.5,101.1,44.93
37.7,58.0,299.9,4.22,72.0,31.67
17.0,74.4,286.1,9.61,54.0,46.3
37.4,70.0,158.1,9.65,49.8,43.91
19.7,39.4,283.9,4.04,17.5,31.71
29.3,92.5,366.1,8.39,18.5,50.02
24.7,53.3,190.0,6.01,79.3,69.9
23.8,56.5,146.9,6.45,22.2,54.06
36.4,72.4,340.0,6.49,35.8,39.66
18.4,91.7,364.3,9.78,26.4,52.09
37.9,74.8,431.7,4.29,128.4,37.67
23.7,92.3,109.0,8.41,72.0,58.54
29.9,46.3,405.7,3.04,88.4,51.03
37.3,72.1,356.0,7.4,93.3,37.48
16.3,84.7,330.8,7.57,63.4,35.58
